DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	15q24.1	15	73805560	NR	INSYN1-AS1 - TBC1D21	ENSG00000260469	ENSG00000167139		34947	68004	rs16958292-G	rs16958292	0	16958292	intergenic_variant	1	0.135396201420662	3E-8	7.522878745280337		0.011973888	[0.0078-0.0162] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	15q24.3	15	77775291	NR	LINGO1			ENSG00000169783			rs7170398-T	rs7170398	0	7170398	intron_variant	0	0.399829686793855	4E-11	10.397940008672037		0.009892603	[0.007-0.0128] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	15q25.3	15	86397391	NR	AGBL1			ENSG00000273540			rs4362360-C	rs4362360	0	4362360	synonymous_variant	0	0.464879771280856	5E-8	7.301029995663981		0.008012294	[0.0051-0.0109] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	15q26.2	15	96626769	NR	Metazoa_SRP - FAM149B1P1	ENSG00000278701	ENSG00000214424		130307	130218	rs12910872-T	rs12910872	0	12910872	intergenic_variant	1	0.12093544025735	1E-8	8.0		0.012804346	[0.0084-0.0172] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16p13.12	16	12893392	NR	RPL35AP34 - SHISA9	ENSG00000241932	ENSG00000237515		11899	8206	rs4781349-C	rs4781349	0	4781349	intergenic_variant	1	0.545389904967276	4E-11	10.397940008672037		0.009777655	[0.0069-0.0127] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16p13.12	16	12972976	NR	SHISA9			ENSG00000237515			rs7200826-T	rs7200826	0	7200826	intron_variant	0	0.26416639225002	4E-9	8.397940008672037		0.010001818	[0.0067-0.0133] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16p13.12	16	13692900	NR	TMF1P1 - ERCC4	ENSG00000262235	ENSG00000175595		234202	227238	rs34020413-G	rs34020413	0	34020413	intergenic_variant	1	0.382645898358016	2E-10	9.698970004336019		0.009991819	[0.0069-0.0131] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16q12.1	16	52546335	NR	TOX3			ENSG00000103460			rs4784224-A	rs4784224	0	4784224	intron_variant	0	0.471428057885853	1E-8	8.0		0.010642208	[0.007-0.0143] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16q13	16	56330118	NR	GNAO1			ENSG00000087258			rs4784655-C	rs4784655	0	4784655	intron_variant	0	0.328435469119729	4E-11	10.397940008672037		0.01032878	[0.0073-0.0134] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16p13.3	16	6286911	NR	RBFOX1			ENSG00000078328			rs716508-T	rs716508	0	716508	intron_variant	0	0.682353374621214	2E-15	14.698970004336019		0.0125026	[0.0094-0.0156] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16p13.3	16	6350354	NR	RBFOX1			ENSG00000078328			rs7191427-T	rs7191427	0	7191427	intron_variant	0	0.252701234258056	3E-9	8.522878745280337		0.009988291	[0.0067-0.0133] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16p13.3	16	7617795	NR	RBFOX1			ENSG00000078328			rs2191130-T	rs2191130	0	2191130	intron_variant	0	0.682655420953353	3E-13	12.522878745280337		0.011671352	[0.0085-0.0148] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	16q23.1	16	77043392	NR	MIR4719 - MON1B	ENSG00000266426	ENSG00000103111		174373	147443	rs285006-A	rs285006	0	285006	regulatory_region_variant	1	0.342184095469904	3E-8	7.522878745280337		0.0086163385	[0.0056-0.0116] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	1p31.1	1	72479445	NR	RPL31P12 - RNU6-1246P	ENSG00000227207	ENSG00000212366		177616	238218	rs782214-G	rs782214	0	782214	intron_variant	1	0.196566880117919	5E-11	10.301029995663981		0.012268039	[0.0086-0.0159] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	17q12	17	38681771	NR	EPOP - MIR4734	ENSG00000273604	ENSG00000275238		6814	20491	rs71384258-G	rs71384258	0	71384258	intergenic_variant	1	0.184897096242591	4E-8	7.3979400086720375		0.0103628095	[0.0067-0.0141] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	17q21.31	17	45491879	NR	PLEKHM1 - LRRC37A4P	ENSG00000225190	ENSG00000214425		1121	16230	rs113322852-A	rs113322852	0	113322852	regulatory_region_variant	1	0.190284825959502	3E-19	18.522878745280337		0.021021854	[0.016-0.026] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2q24.3	2	167787535	NR	B3GALT1			ENSG00000172318			rs17583539-G	rs17583539	0	17583539	intron_variant	0	0.224548984624773	1E-8	8.0		0.0103727225	[0.0068-0.0139] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2q31.1	2	175853013	NR	EXTL2P1 - LNPK	ENSG00000223976	ENSG00000144320		9711	70869	rs9287989-C	rs9287989	0	9287989	regulatory_region_variant	1	0.506579678879204	8E-9	8.096910013008056		0.008464801	[0.0056-0.0113] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2q32.1	2	184597314	NR	MIR548AE1 - ZNF804A	ENSG00000266808	ENSG00000170396		218270	1215	rs10497655-C	rs10497655	0	10497655	intron_variant	1	0.310867637508776	3E-10	9.522878745280337		0.009997566	[0.0069-0.0131] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2q34	2	211813206	NR	ERBB4			ENSG00000178568			rs11693031-G	rs11693031	0	11693031	intron_variant	0	0.330868019910607	3E-13	12.522878745280337		0.011316606	[0.0083-0.0144] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2q35	2	214587743	NR	VWC2L - ENSAP3	ENSG00000174453	ENSG00000177261		8767	109984	rs9967747-C	rs9967747	0	9967747	intron_variant	1	0.864863407412021	5E-9	8.301029995663981		0.01302781	[0.0087-0.0174] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p24.1	2	21950792	NR	RN7SL117P - RNA5SP87	ENSG00000264192	ENSG00000206882		27504	388094	rs13409834-G	rs13409834	0	13409834	intron_variant	1	0.498937605224899	5E-9	8.301029995663981		0.008601716	[0.0057-0.0115] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p24.1	2	22215530	NR	RN7SL117P - RNA5SP87	ENSG00000264192	ENSG00000206882		292242	123356	rs6720064-G	rs6720064	0	6720064	intron_variant	1	0.578139399454319	5E-10	9.301029995663981		0.009351636	[0.0064-0.0123] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2q36.3	2	225488838	NR	NYAP2			ENSG00000144460			rs1431071-T	rs1431071	0	1431071	intron_variant	0	0.285132756711664	4E-12	11.397940008672037		0.011224812	[0.008-0.0144] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p24.1	2	22625811	NR	LINC01884 - RN7SKP27	ENSG00000233587	ENSG00000222616		77011	235741	rs1484680-G	rs1484680	0	1484680	intergenic_variant	1	0.582474065213178	7E-10	9.154901959985743		0.009189445	[0.0063-0.0121] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	22q12.3	22	33833964	NR	LARGE1			ENSG00000133424			rs5754712-G	rs5754712	0	5754712	intron_variant	0	0.810297076816092	3E-8	7.522878745280337		0.010556884	[0.0068-0.0143] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p24.1	2	23719576	NR	KLHL29 - ATAD2B	ENSG00000119771	ENSG00000119778		10965	29088	rs4665238-A	rs4665238	0	4665238	regulatory_region_variant	1	0.585385801860433	1E-8	8.0		0.008551864	[0.0056-0.0115] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	22q13.2	22	40963782	NR	RBX1			ENSG00000100387			rs2413631-A	rs2413631	0	2413631	intron_variant	0	0.250038986850265	3E-8	7.522878745280337		0.009903878	[0.0064-0.0134] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	22q13.2	22	41225710	NR	L3MBTL2, L3MBTL2-AS1			ENSG00000100395, ENSG00000235513			rs2179744-A	rs2179744	0	2179744	intron_variant	0	0.291602605158042	2E-14	13.698970004336019		0.012594421	[0.0094-0.0158] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p23.3	2	24004610	NR	UBXN2A			ENSG00000173960			rs7422667-C	rs7422667	0	7422667	3_prime_UTR_variant	0	0.563674451797384	1E-10	10.0		0.009500858	[0.0066-0.0124] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p16.1	2	57942283	NR	VRK2			ENSG00000028116			rs2678897-A	rs2678897	0	2678897	intron_variant	0	0.606260303010776	2E-11	10.698970004336019		0.010362942	[0.0073-0.0134] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p16.1	2	58353912	NR	LINC01795 - LINC01122	ENSG00000225226	ENSG00000233723		57095	73826	rs17049478-A	rs17049478	0	17049478	intergenic_variant	1	0.072967807643649	2E-8	7.698970004336019		0.015949292	[0.01-0.021] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p16.1	2	58529594	NR	LINC01122			ENSG00000233723			rs35609938-C	rs35609938	0	35609938	intron_variant	0	0.507493723679628	2E-11	10.698970004336019		0.009825571	[0.007-0.0127] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p15	2	62676052	NR	EHBP1			ENSG00000115504			rs10168771-A	rs10168771	0	10168771	intron_variant	0	0.658624300805714	2E-8	7.698970004336019		0.008656035	[0.0056-0.0117] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p15	2	63165737	NR	WDPCP			ENSG00000143951			rs4671459-C	rs4671459	0	4671459	intron_variant	0	0.194698933634269	5E-14	13.301029995663981		0.013932857	[0.01-0.018] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p15	2	63561207	NR	WDPCP			ENSG00000143951			rs112028067-A	rs112028067	0	112028067	intron_variant	0	0.218119973911245	1E-11	11.0		0.012065358	[0.0086-0.0156] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p14	2	64040764	NR	VPS54 - PELI1	ENSG00000143952	ENSG00000197329		21336	51888	rs66993685-A	rs66993685	0	66993685	regulatory_region_variant	1	0.230761639407359	5E-11	10.301029995663981		0.011433163	[0.008-0.0148] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	2p11.2	2	86517107	NR	RNF103-CHMP3, CHMP3			ENSG00000249884, ENSG00000115561			rs72932350-C	rs72932350	0	72932350	intron_variant	0	0.153754524814622	9E-9	8.045757490560675		0.011878662	[0.0078-0.0159] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	3q13.31	3	117251406	NR	LSAMP - RNU6-1200P	ENSG00000185565	ENSG00000206889		112017	292799	rs3900989-C	rs3900989	0	3900989	intergenic_variant	1	0.388553403080325	3E-8	7.522878745280337		0.008561548	[0.0055-0.0116] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	3p25.2	3	12189204	NR	SYN2			ENSG00000157152			rs310763-C	rs310763	0	310763	intron_variant	0	0.784417071831519	3E-8	7.522878745280337		0.009892154	[0.0064-0.0134] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	3q22.2	3	134991109	NR	EPHB1			ENSG00000154928			rs7613213-T	rs7613213	0	7613213	intron_variant	0	0.358873155243431	4E-8	7.3979400086720375		0.009801454	[0.0063-0.0133] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.33	6	31130037	NR	PSORS1C1			ENSG00000204540			rs6906565-T	rs6906565	0	6906565	intron_variant	0	0.0994448200117359	2E-12	11.698970004336019		0.01719559	[0.012-0.022] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.33	6	31508681	NR	MICB			ENSG00000204516			rs3130614-A	rs3130614	0	3130614	intron_variant	0	0.119161214504899	9E-11	10.045757490560675		0.017454144	[0.012-0.023] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.33	6	31739749	NR	MSH5, CLIC1			ENSG00000204410, ENSG00000213719			rs28381344-A	rs28381344	0	28381344	5_prime_UTR_variant	0	0.0438845616860758	1E-8	8.0		0.020618176	[0.014-0.028] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.33	6	31760120	NR	MSH5-SAPCD1, MSH5			ENSG00000255152, ENSG00000204410			rs3115672-T	rs3115672	0	3115672	synonymous_variant	0	0.113634053654599	6E-15	14.221848749616356		0.018733539	[0.014-0.023] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.33	6	32051735	NR	TNXB			ENSG00000168477			rs41316748-C	rs41316748	0	41316748	intron_variant	0	0.0430592148955273	2E-8	7.698970004336019		0.021394862	[0.014-0.029] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
